aparoilliee|aparoilliee1|apareillier1|*APPARICULARE||VERB||Ind,Part,Past,Sing,Fem
gentement|gentement|gentement|GENITUS||ADV||Man
nagerent|nagerent|nagier|NAVIGARE||VERB||Fin,Ind,Past,Intr,3,Plur
nagier|nagier|nagier|NAVIGARE||VERB||Ind,Inf,Pres,Intr
najé|najé|nagier|NAVIGARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
aute|aute|haut|ALTUS||ADJ||Fem,Sing
autes|autes|haut|ALTUS||ADJ||Fem,Plur
conpaignie|conpaignie|compagnie|COMPANIO||NOUN||Fem,Sing
tenant|tenant|tenir1|TENERE||VERB|Adj|Ind,Part,Pres
tenir|tenir|tenir1|TENERE||VERB||Ind,Inf,Pres,Act,Trans
tenoient|tenoient|tenir1|TENERE||VERB||Fin,Ind,Imp,Act,Trans,3,Plur
vindren|vindren|venir|VENIRE||VERB||Fin,Ind,Past,Intr,3,Plur
vindrent|vindrent|venir|VENIRE||VERB||Fin,Ind,Past,Intr,3,Plur
voiage|voiage|voiage|VIATICUM||NOUN||Masc,Sing
novel|novel|novel|NOVELLUS||ADJ||Masc,Sing,Acc
novelle|novelle|novele|NOVELLUS||NOUN||Fem,Sing
espandrais|espandrais|espandre|EXPANDERE||VERB||Fin,Ind,Fut,Act,Trans,2,Sing
espandue|espandue|espandre|EXPANDERE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
devoit|devoit|devoir|DEBERE||VERB|auxMod|Fin,Ind,Imp,3,Sing
devroit|devroit|devoir|DEBERE||VERB|auxMod|Fin,Cnd,Imp,3,Sing
devés|devés|devoir|DEBERE||VERB|auxMod|Fin,Ind,Pres,2,Plur
deüssiéz|deüssiéz|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,2,Plur
deüst|deüst|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,3,Sing
lor|lor3|lors|HORA||ADV||
lor|lor4|lor2|ILLE||PRON||Prs,3,Plur,Acc
lor|lor5|lor3|ILLE||DET||Poss,Fem,Plur
lor|lor6|lor3|ILLE||DET||Poss,Masc,Plur,Acc
lors|lors|lor3|ILLE||DET||Poss,Masc,Plur,Acc
lors|lors1|lors|HORA||ADV||
estoient|estoient|estre1|ESSE||VERB|auxCop|Fin,Ind,Imp,3,Plur
estoient|estoient1|estre1|ESSE||VERB||Fin,Ind,Imp,Intr,3,Plur
estoient|estoient2|estre1|ESSE||VERB|auxTens|Fin,Ind,Imp,3,Plur,MWEs
estoient|estoient3|estre1|ESSE||VERB|auxPass|Fin,Ind,Imp,3,Plur,MWEs
plesoit|plesoit|plaire|PLACERE||VERB||Fin,Ind,Imp,Intr,3,Sing
arieres|arieres|ariere|AD RETRO||ADV||Loc
douce|douce|douz|DULCIS||ADJ||Fem,Sing
là_où|là_où|là|ILLAC||ADV|Adv|Loc,MWEs
ont|ont|avoir|HABERE||VERB||Fin,Ind,Pres,Act,Trans,3,Plur
ont|ont1|avoir|HABERE||VERB|auxTens|Fin,Ind,Pres,3,Plur,MWEs
ont|ont2|ont|UNDE||ADV||Loc
saison|saison|saison|SATIO||NOUN||Fem,Sing
otroié|otroié|otroiier|*AUCTORIZARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
pris|pris1|prendre|PREHENDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
chanton|chanton|chanter|CANTARE||VERB||Fin,Ind,Pres,Intr,3,Plur
conjé|conjé|congié|COMMEATUS||NOUN||Masc,Sing,Acc
doucement|doucement|doucement|DULCIS||ADV||Man
entre|entre|entre2|INTER||ADP||
plaerie|plaerie|präerie|PRATUM||NOUN||Fem,Sing
revestue|revestue|revestir|VESTIRE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
verdoiant|verdoiant|verdoiier|VIRIDIS||VERB|Adj|Ind,Part,Pres
vers|vers|vers2|VERSUS1||ADP||
argon|argon|Argon|||PROPN||Fem,Sing
deverses|deverses|divers|DIVERSUS||ADJ||Fem,Plur
dous|dous|douz|DULCIS||ADJ||Fem,Sing
dous|dous1|douz|DULCIS||ADJ||Masc,Sing,Nom
fueilles|fueilles|fueille|FOLIUM||NOUN||Fem,Plur
ore|ore|ore1|AURA||NOUN||Fem,Sing
ore|ore1|ore3|HORA||NOUN||Fem,Sing
revestus|revestus|revestir|VESTIRE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
soef|soef|söef|SUAVIS||ADJ||Fem,Sing
soef|soef1|söef|SUAVIS||ADJ||Masc,Sing,Acc
soef|soef2|söef|SUAVIS||ADJ|Adv|Masc,Sing
soef|soef3|söef|SUAVIS||ADJ||Masc,Sing,Nom
trere|trere|traire|TRAHERE||VERB||Ind,Inf,Pres,Act,Trans
fet|fet3|faire|FACERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
garnie|garnie|warnir|*WARNJAN||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
garnir|garnir|warnir|*WARNJAN||VERB||Ind,Inf,Pres,Act,Trans
mestier|mestier1|mestier|MINISTERIUM||NOUN||Masc,Sing,Acc
fu|fu3|estre1|ESSE||VERB||Fin,Ind,Past,Intr,3,Sing
chevaliers|chevaliers|chevalier|CABALLARIUS||NOUN||Masc,Plur,Nom
chevaliers|chevaliers1|chevalier|CABALLARIUS||NOUN||Masc,Plur,Acc
chevaliers|chevaliers2|chevalier|CABALLARIUS||NOUN||Masc,Sing,Nom
conpaignon|conpaignon|compagnon|COMPANIO||NOUN||Masc,Sing,Acc
conpaignons|conpaignons|compagnon|COMPANIO||NOUN||Masc,Plur,Nom
conpaignons|conpaignons1|compagnon|COMPANIO||NOUN||Masc,Plur,Acc
avec|avec|avuec|AB HOC||ADP||
de_pres|de_pres|près|PRESSE||ADV|Adv|Loc,MWEs
entrerent|entrerent|entrer|INTRARE||VERB||Fin,Ind,Past,Intr,3,Plur
parenz|parenz|parent|PARENS||NOUN||Masc,Sing,Nom
pasast|pasast|passer1|*PASSARE||VERB||Fin,Sub,Imp,Intr,3,Sing
pasiés|pasiés|passer1|*PASSARE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
passa|passa|passer1|*PASSARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
passee|passee|passer1|*PASSARE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
passer|passer|passer1|*PASSARE||VERB||Ind,Inf,Pres,Act,Trans
plaines|plaines|plein|PLENUS||ADJ||Fem,Plur
ploine|ploine|plein|PLENUS||ADJ||Fem,Sing
ploines|ploines|plein|PLENUS||ADJ||Fem,Plur
siglerent|siglerent|sigler|CINGLER2||VERB||Fin,Ind,Past,Intr,3,Plur
voiles|voiles|voile2|VELUM2||NOUN||Fem,Plur
voilles|voilles|voile2|VELUM2||NOUN||Fem,Plur
ariva|ariva|ariver|*ARRIPARE||VERB||Fin,Ind,Past,Intr,3,Sing
arivames|arivames|ariver|*ARRIPARE||VERB||Fin,Sub,Imp,Intr,1,Plur
arivassent|arivassent|ariver|*ARRIPARE||VERB||Fin,Sub,Imp,Intr,3,Plur
ariverent|ariverent|ariver|*ARRIPARE||VERB||Fin,Ind,Past,Intr,3,Plur
ariverons|ariverons|ariver|*ARRIPARE||VERB||Fin,Ind,Fut,Intr,1,Plur
arivés|arivés|ariver|*ARRIPARE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
coillir|coillir|coillir|COLLIGERE||VERB||Ind,Inf,Pres,Act,Trans
desmonterent|desmonterent|desmonter|*MONTARE||VERB||Fin,Ind,Past,Intr,3,Plur
laësse|laësse|lëece|LAETITIA||NOUN||Fem,Sing
refreschir|refreschir|refreschir|FRISK||VERB||Ind,Inf,Pres,Act,Trans
travaillé|travaillé|travaillier|*TRIPALIARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
travaillés|travaillés|travaillier|*TRIPALIARE||VERB|Adj|Ind,Part,Past,Plur,Masc
travaillés|travaillés1|travaillier|*TRIPALIARE||VERB|Adj|Ind,Part,Past,Sing,Masc
dui|dui|deus|DUO||NUM||Ord
en_luec|en_luec|iluec|ILLOC||ADV||Loc
enpiree|enpiree|empirier|PEJOR||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
envoisieement|envoisieement|envoisieement|*INVITIARE||ADV||Man
laomedon|laomedon|Laomedon|||PROPN||Masc,Sing,Nom
laomedon|laomedon1|Laomedon|||PROPN||Masc,Sing,Acc
sojorner|sojorner|sejorner|*SUBDIURNARE||VERB||Ind,Inf,Pres,Intr
sor_la|sor_la|sor2|SUPER||ADP||PrepArt
sor_le|sor_le|sor2|SUPER||ADP||PrepArt
soulacerent|soulacerent|solacier|SOLACIUM||VERB||Fin,Ind,Past,Rfl,3,Plur
de|de1|un|UNUS||DET||ArtIndef,Masc,Plur,Acc
doutoit|doutoit|doter2|DUBITARE||VERB||Fin,Ind,Imp,Intr,3,Sing
entendu|entendu|entendre|INTENDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
entendu|entendu1|entendre|INTENDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
gaster|gaster|gaster|VASTARE||VERB||Ind,Inf,Pres,Act,Trans
plu|plu|plus|PLUS||ADV||
sot|sot|savoir|SAPERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
dormi|dormi|dormir|DORMIRE||VERB||Fin,Ind,Past,Intr,3,Sing
dormir|dormir|dormir|DORMIRE||VERB||Ind,Inf,Pres,Intr
dormisent|dormisent|dormir|DORMIRE||VERB||Fin,Sub,Imp,Intr,3,Plur
dormoit|dormoit|dormir|DORMIRE||VERB||Fin,Ind,Imp,Intr,3,Sing
dort|dort|dormir|DORMIRE||VERB||Fin,Ind,Pres,Intr,3,Sing
se|se5|suen|SUUS||DET||Poss,Fem,Sing,Acc
conseil|conseil|conseil|CONSILIUM||NOUN||Masc,Sing,Acc
consenti|consenti|consentir|CONSENTIRE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
consentir|consentir|consentir|CONSENTIRE||VERB||Ind,Inf,Pres,Act,Intr
consentoit|consentoit|consentir|CONSENTIRE||VERB||Fin,Ind,Imp,Intr,3,Sing
consoilla|consoilla|conseillier3|CONSILIARE||VERB||Fin,Ind,Past,Intr,3,Sing
consol|consol|conseil|CONSILIUM||NOUN||Masc,Sing,Acc
nuire|nuire|nuire|NOCERE||VERB||Ind,Inf,Pres,Act,Trans
parlant|parlant1|parler|PARABOLARE||VERB|Adj|Ind,Ger,Pres
atorner|atorner|atorner|TORNARE||VERB||Ind,Inf,Pres,Act,Trans
atornerent|atornerent|atorner|TORNARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
atornés|atornés|atorner|TORNARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
atornés|atornés1|atorner|TORNARE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
avant|avant|avant|ABANTE||ADV||
chevaucha|chevaucha|chevauchier|CABALLICARE||VERB||Fin,Ind,Past,Intr,3,Sing
contant|contant|conter|COMPUTARE||VERB||Ind,Ger,Pres,Act,Trans
contee|contee|conter|COMPUTARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
conter|conter|conter|COMPUTARE||VERB||Ind,Inf,Pres,Act,Trans
conté|conté|conter|COMPUTARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
devant|devant1|devant|ABANTE||ADP||
encharga|encharga|enchargier|CARRICARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
gent|gent|gent2|GENITUS||ADJ||Fem,Sing
gentil|gentil|gentil|GENTILIS||ADJ||Masc,Sing,Nom
moustra|moustra|mostrer|MONSTRARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
moustrés|moustrés|mostrer|MONSTRARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
orois|orois|öir|AUDIRE||VERB||Fin,Ind,Fut,Act,Trans,2,Plur
tantost|tantost|tantost|TOSTUS||ADV||
asistrent|asistrent|asseoir (TLF)|SEDERE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
asistrent|asistrent1|asseoir (TLF)|SEDERE||VERB||Fin,Ind,Past,Rfl,3,Plur
rendi|rendi|rendre|REDDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
rendre|rendre|rendre|REDDERE||VERB||Ind,Inf,Pres,Act,Trans
asis|asis|asseoir (TLF)|SEDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
asis|asis1|asseoir (TLF)|SEDERE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
asis|asis2|asseoir (TLF)|SEDERE||VERB||Ind,Part,Past,Sing,Masc
asise|asise|asseoir (TLF)|SEDERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
choucha|choucha|couchier|COLLOCARE||VERB||Fin,Ind,Past,Rfl,3,Sing
chouche|chouche|couche|COLLOCARE||NOUN||Fem,Sing
entrés|entrés|entrer|INTRARE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
entrés|entrés1|entrer|INTRARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
entréz|entréz|entrer|INTRARE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
ester|ester|estre1|ESSE||VERB|Noun|Ind,Inf,Pres
estes|estes|estre1|ESSE||VERB|auxTens|Fin,Ind,Pres,2,Plur,MWEs
estes|estes1|estre1|ESSE||VERB|auxCop|Fin,Ind,Pres,2,Plur
estes|estes2|estre1|ESSE||VERB||Fin,Ind,Pres,Intr,2,Plur
estoi|estoi|estre1|ESSE||VERB||Fin,Ind,Imp,Intr,3,Sing
vos|vos2|vostre|VESTER||DET||Poss,Masc,Plur,Acc
est|est4|estre1|ESSE||VERB|auxTens|Fin,Ind,Pres,2,Plur,MWEs
partir|partir|partir|PARTIRE||VERB|Noun|Ind,Part,Pres
partirent|partirent|partir|PARTIRE||VERB||Fin,Ind,Past,Rfl,3,Plur
partissent|partissent|partir|PARTIRE||VERB||Fin,Sub,Imp,Rfl,3,Plur
partois|partois|partir|PARTIRE||VERB||Fin,Sub,Pres,Rfl,2,Plur
asaudra|asaudra|assalir|*ASSALIRE||VERB||Fin,Ind,Fut,Act,Trans,3,Sing
come|come|come1|QUOMODO||SCONJ||
ses|ses|suen|SUUS||DET||Poss,Masc,Plur,Nom
ses|ses1|suen|SUUS||DET||Poss,Masc,Plur,Acc
ses|ses2|suen|SUUS||DET||Poss,Fem,Plur
ses|ses3|ce|HOC||DET||Dem,Fem,Plur
ausi|ausi|aussi|SIC||ADV||
doulor|doulor|dolor|DOLOR||NOUN||Masc,Sing,Acc
ire|ire|ire|IRA||NOUN||Fem,Sing
mortels|mortels|mortel|MORTALIS||ADJ||Masc,Plur,Acc
seignor|seignor1|seignor|SENIOR||NOUN||Masc,Sing,Nom
fet|fet4|faire|FACERE||VERB|auxMod|Ind,Part,Past,Sing,Masc
autrement|autrement|autrement|ALTER||ADV||
conjeer|conjeer|congeer|COMMEATUS||VERB||Ind,Inf,Pres,Act,Trans
cherir|cherir|chierir|CARUS||VERB||Ind,Inf,Pres,Act,Trans
deïst|deïst|devoir|DEBERE||VERB|auxMod|Fin,Sub,Imp,3,Sing
soumes|soumes|estre1|ESSE||VERB||Fin,Ind,Pres,Intr,1,Plur
soumes|soumes1|estre1|ESSE||VERB|auxTens|Fin,Ind,Pres,1,Plur,MWEs
tenz|tenz1|tens|TEMPS1||NOUN||Masc,Sing,Nom
durement|durement|durement|DURUS||ADV||Man
repentira|repentira|repentir|POENITERE||VERB||Fin,Ind,Past,Rfl,3,Sing
talent|talent|talent|TALENTUM||NOUN||Masc,Sing,Acc
avions|avions|avoir|HABERE||VERB||Fin,Ind,Imp,Act,Trans,1,Plur
ca|ca|suen|SUUS||DET||Poss,Fem,Sing
dites|dites1|dire|DICERE||VERB||Fin,Imp,Pres,Intr,2,Plur
nostre|nostre|nostre|NOSTER||DET||Poss,Fem,Sing
nostre|nostre1|nostre|NOSTER||DET||Poss,Masc,Sing,Acc
servi|servi|servir|SERVIRE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
servir|servir|servir|SERVIRE||VERB||Ind,Inf,Pres,Act,Trans
servis|servis|servir|SERVIRE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
dite|dite1|dire|DICERE||VERB||Fin,Imp,Pres,Intr,2,Plur
de_part|de_part|part1|PARS||NOUN|Adp|Fem,Sing
desplaira|desplaira|desplaire|PLACERE||VERB||Fin,Ind,Fut,Intr,3,Sing
hui|hui|ui|HODIE||ADV||Tim
leu|leu|lieu|LOCUS||NOUN||Masc,Sing,Acc
ton|ton|ton4|TUUS||DET||Poss,Masc,Sing,Acc
verra|verra|venir|VENIRE||VERB||Fin,Ind,Fut,Intr,3,Sing
soient|soient|estre1|ESSE||VERB||Fin,Sub,Pres,Intr,3,Plur
soient|soient1|estre1|ESSE||VERB|auxPass|Fin,Sub,Pres,3,Plur,MWEs
trois|trois|trois1|TRES||NUM||Ord
brief|brief|brief|BREVIS||ADJ||Masc,Plur,Acc
mos|mos|mot|MUTTUM||NOUN||Masc,Plur,Acc
peser|peser|peser|PENSARE||VERB||Ind,Inf,Pres,Intr
repentir|repentir|repentir|POENITERE||VERB|Noun|Ind,Inf,Pres
tart|tart|tart|TARDUS||ADV||Tim
tart|tart1|tart|TARDUS||ADJ||Neut,Sing,Nom
bel|bel2|bel|BELLUS||ADJ||Neut,Sing,Nom
pas|pas|pas|PASSUS1||PART||Neg
tenser|tenser|tencier|*TENTIARE||VERB||Ind,Inf,Pres,Intr
serés|serés|estre1|ESSE||VERB|auxCop|Fin,Ind,Fut,2,Plur
serés|serés1|estre1|ESSE||VERB|auxPass|Fin,Ind,Fut,2,Plur,MWEs
bone|bone|bon|BONUS||ADJ||Fem,Sing
lou|lou|löer1|LAUDARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing
repaire|repaire|repaire|REPATRIARE||NOUN||Masc,Sing,Acc
repairiés|repairiés|repairier|REPATRIARE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
soies|soies|estre1|ESSE||VERB|auxPass|Fin,Sub,Pres,2,Sing,MWEs
soiés|soiés|estre1|ESSE||VERB|auxPass|Fin,Sub,Pres,2,Plur,MWEs
remandra|remandra|remaindre|REMANERE||VERB||Fin,Ind,Past,Intr,3,Sing
remandrés|remandrés|remaindre|REMANERE||VERB||Fin,Ind,Fut,Intr,2,Plur
remest|remest|remaindre|REMANERE||VERB||Fin,Ind,Past,Intr,3,Sing
remestrent|remestrent|remaindre|REMANERE||VERB||Fin,Ind,Past,Intr,3,Plur
ansois_q’|ansois_q’|ainçois|ANTE||ADV|SConj |MWEs
bon|bon|bon|BONUS||ADJ||Masc,Sing,Acc
chiere|chiere|chiere|CARA||NOUN||Fem,Sing
chiere|chiere1|chier|CARUS||ADJ||Fem,Sing
chierement|chierement|chierement|CARUS||ADV||Man
enpaint|enpaint|empeindre1|IMPINGERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
genz|genz|gent1|GENS||NOUN||Fem,Plur
orent|orent|avoir|HABERE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
orent|orent1|avoir|HABERE||VERB|auxTens|Fin,Ind,Past,3,Plur,MWEs
poi_de|poi_de|poi|PAUCUS||ADV|Adv|MWEs
poi_d’|poi_d’|poi|PAUCUS||ADV|Adv|MWEs
soir|soir|soir|SERO||NOUN||Masc,Sing,Nom
tost|tost|tost|TOSTUS||ADV||
trepensés|trepensés|trespenser|PENSARE||VERB|Adj|Ind,Part,Past,Plur,Masc
tristes|tristes|triste|TRISTIS||ADJ||Masc,Plur,Nom
autres|autres1|autre|ALTER||DET||Ind,Masc,Plur,Nom
autres|autres2|autre|ALTER||DET||Ind,Masc,Plur,Acc
estoilles|estoilles|estoile|STELLA||NOUN||Fem,Plur
soleil|soleil|soleil|SOL||NOUN||Masc,Sing,Acc
toutes_fois|toutes_fois|totesfoiz|VICES||ADV||
tant_qe|tant_qe|tant|TANTUS||ADV|SConj |MWEs
tant_q’|tant_q’|tant|TANTUS||ADV|SConj |MWEs
richement|richement|richement|RîKI||ADV||Man
riches|riches|riche|RîKI||ADJ||Fem,Plur
riches|riches1|riche|RîKI||ADJ||Masc,Plur,Nom
riches|riches2|riche|RîKI||ADJ||Masc,Plur,Acc
bordés|bordés|border1|*BORD||VERB|Adj|Ind,Part,Past,Plur,Masc
drac|drac|drap|DRAPPUS||NOUN||Masc,Plur,Acc
drap|drap|drap|DRAPPUS||NOUN||Masc,Sing,Acc
dras|dras|drap|DRAPPUS||NOUN||Masc,Plur,Acc
soie|soie|soie3|SAETA||NOUN||Fem,Sing
soie|soie1|estre1|ESSE||VERB|auxPass|Fin,Sub,Pres,1,Sing,MWEs
taillés|taillés|taillier1|TALIARE||VERB|Adj|Ind,Part,Past,Plur,Masc
vestement|vestement|vestement|VESTIMENTUM||NOUN||Masc,Sing,Acc
froré|froré|forrer2|*FODR||VERB||Ind,Part,Past,Sing,Masc
frourés|frourés|forrer2|*FODR||VERB||Ind,Part,Past,Plur,Masc
avironee|avironee|avironer|VIBRARE||VERB||Ind,Part,Past,Plur,Fem
blanche|blanche|blanc|*BLANK||ADJ||Fem,Plur
blanches|blanches|blanc|*BLANK||ADJ||Fem,Plur
close|close|clore|CLAUDERE||VERB||Ind,Part,Past,Sing,Fem
murs|murs|mur|MURUS||NOUN||Masc,Plur,Acc
tor|tor|tor2|TURRIS||NOUN||Fem,Sing
tors|tors|tor2|TURRIS||NOUN||Fem,Plur
jaconice|jaconice|Jaconice|||PROPN||Fem,Sing
borgiois|borgiois|borjois|*BURG-||NOUN||Masc,Plur,Acc
com|com|come1|QUOMODO||SCONJ||
plantive|plantive|plentëif|PLENITAS||ADJ||Fem,Sing
replenie|replenie|replenir|PLENUS||VERB|Adj|Ind,Part,Past,Sing,Fem
treplaisant|treplaisant|plaisant|PLACERE||ADJ||Fem,Sing,Abs
treplaisanz|treplaisanz|plaisant|PLACERE||ADJ||Fem,Plur,Abs
vesti|vesti|vestir|VESTIRE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
vesti|vesti1|vestir|VESTIRE||VERB||Fin,Ind,Past,Rfl,3,Sing
vestir|vestir|vestir|VESTIRE||VERB||Ind,Inf,Pres,Act,Trans
vestus|vestus|vestir|VESTIRE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
clartés|clartés|clarté|CLARITAS||NOUN||Fem,Sing
cler|cler|cler|CLARUS||ADJ||Masc,Sing,Nom
cler|cler1|cler|CLARUS||ADJ||Masc,Sing,Acc
pascor|pascor|pascor1 (GD)|PASCHA||NOUN||Masc,Sing,Acc
si|si|si|SIC||ADV||
si|si1|soi|SE||PRON||Prs,3,Plur,Acc
siens|siens|suen|SUUS||DET||Poss,Masc,Plur,Nom
simple|simple|simple|SIMPLEX||ADJ||Fem,Sing
enquis|enquis|enquerre|INQUIRERE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
errerent|errerent|errer2|ITERARE1||VERB||Fin,Ind,Past,Intr,3,Plur
regardoit|regardoit|regarder|*WARDôN||VERB||Fin,Ind,Imp,Act,Trans,3,Sing
nullui|nullui|nul|NULLUS||PRON||Ind,Masc,Sing,Acc
droit|droit|droit|DIRECTUS||ADV||
droite|droite|droit|DIRECTUS||ADJ||Fem,Sing
droitement|droitement|droitement|DIRECTUS||ADV||
droiturier|droiturier|droiturier2|DIRECTUS||ADJ||Masc,Sing,Acc
droituriere|droituriere|droiturier2|DIRECTUS||ADJ||Fem,Sing
maistre|maistre|maistre2|MAGISTER||ADJ||Masc,Sing,Acc
palais|palais|palais|PALATIUM||NOUN||Masc,Sing,Acc
plait|plait|plait|PLACITUM||NOUN||Masc,Sing,Acc
regardant|regardant|regarder|*WARDôN||VERB||Ind,Ger,Pres,Act,Trans
regarde|regarde|regarder|*WARDôN||VERB||Fin,Ind,Pres,Act,Trans,3,Sing
regarder|regarder|regarder|*WARDôN||VERB||Ind,Inf,Pres,Act,Trans
regarderent|regarderent|regarder|*WARDôN||VERB||Fin,Ind,Past,Act,Trans,3,Plur
regardeüre|regardeüre|regardëure|*WARDôN||NOUN||Fem,Sing
mains|mains1|maint|*MANIGIþô-||DET||Ind,Masc,Plur,Acc
place|place|place|PLATEA||NOUN||Fem,Sing
tables|tables|table|TABULA||NOUN||Fem,Plur
brachet|brachet|brachet|*BRAKKO||NOUN||Masc,Plur,Acc
cheval|cheval|cheval|CABALLUS||NOUN||Masc,Sing,Acc
chevals|chevals|cheval|CABALLUS||NOUN||Masc,Plur,Acc
faucons|faucons|faucon|FALCO||NOUN||Masc,Plur,Acc
levriers|levriers|levrier|LEPUS||NOUN||Masc,Plur,Acc
dont|dont|dont|UNDE||ADV||
fort|fort|fort|FORTIS||ADV||
fort|fort1|fort|FORTIS||ADJ||Masc,Sing,Acc
fort|fort2|fort|FORTIS||ADJ||Fem,Plur
recut|recut|recevoir|RECIPERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
·l|·l|il|ILLE||PRON||Prs,3,Plur,Nom
ais|ais|aise|ADJACENS||NOUN||Masc,Sing,Acc
ais|ais2|avoir|HABERE||VERB|auxTens|Fin,Sub,Pres,2,Sing,MWEs
autement|autement|hautement|ALTUS||ADV||
autesse|autesse|hautece|ALTITIA||NOUN||Fem,Sing
cheri|cheri|chierir|CARUS||VERB||Fin,Ind,Past,Act,Trans,3,Sing
cherie|cherie|chierir|CARUS||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
enamora|enamora|enamorer|AMOR||VERB||Fin,Ind,Past,Rfl,3,Sing
chabre|chabre|chambre1|CAMERA||NOUN||Fem,Sing
chambre|chambre|chambre1|CAMERA||NOUN||Fem,Sing
chanbre|chanbre|chambre1|CAMERA||NOUN||Fem,Sing
elle|elle|il|ILLE||PRON||Prs,3,Fem,Sing,Nom
asisma|asisma|acesmer|*ACCISMARE||VERB||Fin,Ind,Past,Rfl,3,Sing
bliaut|bliaut|blïaut|||NOUN||Masc,Sing,Acc
goutee|goutee|goté1|GUTTA||ADJ||Fem,Sing
laborés|laborés|laborer|LABORARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
lïa|lïa|liier3|LIGARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
noire|noire|noir|NIGER||ADJ||Fem,Sing
sebelline|sebelline|sabelin|SOBOL'||NOUN||Fem,Sing
blondes|blondes|blont|*BLUNðA-||ADJ||Fem,Plur
laborés|laborés1|laborer|LABORARE||VERB||Ind,Part,Past,Plur,Fem
treses|treses|trece|*TRíCHIA||NOUN||Fem,Plur
tresor|tresor|tresor|THESAURUS||NOUN||Masc,Sing,Acc
soleva|soleva|soslever|LEVARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
somet|somet|somet|SUMMUS||NOUN||Masc,Sing,Acc
soulaz|soulaz|solaz|SOLACIUM||NOUN||Masc,Sing,Acc
soulement|soulement|solement|SOLUS||ADV||
soupé|soupé|soper|*SUPPA||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
souspira|souspira|sospirer|SUSPIRARE||VERB||Fin,Ind,Past,Intr,3,Sing
soutiliment|soutiliment|sotilment|SUBTILIS||ADV||Man
soutilité|soutilité|subtilité|SUBTILIS||NOUN||Fem,Sing
soutilment|soutilment|sotilment|SUBTILIS||ADV||Man
sovent|sovent|sovent|SUBINDE||ADV||
ahornee|ahornee|aorner2|ADORNARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
apparoillee|apparoillee|apareillier1|*APPARICULARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
parti|parti|partir|PARTIRE||VERB||Fin,Ind,Past,Rfl,3,Sing
